"fd_read",28,17767.78911564626,2106.5037549774306
"fd_close",4,1640.4761904761904,1600.145238835465
"fd_prestat_dir_name",1,222.85714285714286,222.85714285714286
"fd_prestat_get",2,3247.142857142857,464.0744330008704
"args_get",1,644.7619047619047,644.7619047619047
"fd_fdstat_get",5,2605.5238095238096,2128.491919815782
"fd_seek",1,1226.6666666666665,1226.6666666666665
"args_sizes_get",1,266.66666666666663,266.66666666666663
"clock_time_get",4,2620.4761904761904,2551.0167841134958
"fd_write",2,24280.95238095238,22210.369603269373
"path_open",4,19575.0,14161.0256685874
