"path_filestat_get",36,9350.26455026455,6691.433569531811
"path_unlink_file",6,7296.825396825397,7268.035849048844
"fd_close",6,1223304.2857142857,339240.6951414168
"args_sizes_get",1,286.66666666666663,286.66666666666663
"clock_time_get",64,929.8511904761904,837.010573627447
"fd_prestat_dir_name",1,217.14285714285714,217.14285714285714
"fd_pread",586623,1588.6659989222235,inf
"path_open",6,18703.49206349206,18575.459859191964
"fd_prestat_get",2,1288.5714285714284,343.64063916959657
"fd_fdstat_get",13,1568.5714285714284,1500.1900012502754
"args_get",1,523.8095238095237,523.8095238095237
"fd_filestat_set_size",16,402247.38095238083,127015.4867776186
"environ_sizes_get",1,85.71428571428571,85.71428571428571
"fd_pwrite",224471,2004.8857302809788,inf
"fd_write",66,5216.955266955267,3979.502331294013
"fd_filestat_get",8,1373.3333333333333,1298.9323817908846
